,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
429,MA010120220805537119,델타에너지글로벌,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,,,126.924502352231,37.5558043432705
1532,MA010120220806412974,유한푸드팜와플대학,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101660015,1,대지,166,15.0,서울특별시 마포구 동교동 166-15,114403113014,서울특별시 마포구 양화로,176.0,,1144012100101660014028737,동교동스타피카소,서울특별시 마포구 양화로 176,121818,4051,,1,,126.924968379283,37.5572412394843
1948,MA010120220806495067,역전우동0410홍대입구역점,,I2,음식,I203,일식,I20303,일식 면 요리,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101640009,1,대지,164,9.0,서울특별시 마포구 동교동 164-9,114403113015,서울특별시 마포구 어울마당로,127.0,1.0,1144012100101640009011772,,서울특별시 마포구 어울마당로 127-1,121817,4050,,1,,126.924058938925,37.555944469483
3068,MA010120220806792959,세이브골프투어,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101540023,1,대지,154,23.0,서울특별시 마포구 동교동 154-23,114404139425,서울특별시 마포구 양화로19길,22.0,8.0,1144012100101540023011703,,서울특별시 마포구 양화로19길 22-8,121816,3994,,5,,126.924146891921,37.5584862003723
3212,MA010120220806823328,팝시페텔뮤직,,G2,소매,G213,오락용품 소매,G21303,음반/비디오물 소매업,G47620,음반 및 비디오물 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000015,1,대지,200,15.0,서울특별시 마포구 동교동 200-15,114404139547,서울특별시 마포구 월드컵북로4길,44.0,7.0,1144012100102000015027167,,서울특별시 마포구 월드컵북로4길 44-7,121819,3993,,1,,126.92203843264,37.5579263450035
3251,MA010120220806845379,이디엠아트미술학원,,P1,교육,P106,기타 교육,P10611,미술학원,P85621,음악학원,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101600001,1,대지,160,1.0,서울특별시 마포구 동교동 160-1,114403113014,서울특별시 마포구 양화로,151.0,,1144012100101600001011737,,서울특별시 마포구 양화로 151,121898,3995,,5,,126.922345484989,37.5562532161713
5165,MA010120220807760129,제이투어스,,M1,과학·기술,M112,전문 디자인,M11201,인테리어 디자인업,M73201,인테리어 디자인업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101590005,1,대지,159,5.0,서울특별시 마포구 동교동 159-5,114403113014,서울특별시 마포구 양화로,161.0,,1144012100101590005011731,케이스퀘어,서울특별시 마포구 양화로 161,121898,3995,,8,,126.923297793953,37.5569286733792
5318,MA010120220807979091,드라이빙존운전면허홍대역점,,P1,교육,P106,기타 교육,P10623,운전학원,P85661,운전학원,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101640031,1,대지,164,31.0,서울특별시 마포구 동교동 164-31,114404139620,서울특별시 마포구 홍익로6길,34.0,,1144012100101640031011780,,서울특별시 마포구 홍익로6길 34,121817,4050,,3,,126.923564125582,37.5557237098204
6103,MA010120220808253253,진화쿵푸마라탕,,I2,음식,I202,중식,I20202,마라탕/훠궈,I56121,중식 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101640019,1,대지,164,19.0,서울특별시 마포구 동교동 164-19,114404139620,서울특별시 마포구 홍익로6길,44.0,,1144012100101640019011777,,서울특별시 마포구 홍익로6길 44,121817,4050,,2,,126.923967370939,37.5560157180976
7171,MA010120220808463656,홍대노트북수리,,S2,수리·개인,S201,컴퓨터 수리,S20101,컴퓨터/노트북/프린터 수리업,S95110,컴퓨터 및 주변 기기 수리업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101590006,1,대지,159,6.0,서울특별시 마포구 동교동 159-6,114403113014,서울특별시 마포구 양화로,157.0,,1144012100101590006022657,파라다이스텔,서울특별시 마포구 양화로 157,121898,3995,,18,,126.922927847689,37.556682018566
7339,MA010120220808441691,몽스어필,,G2,소매,G220,애완동물·용품 소매,G22001,애완동물/애완용품 소매업,G47852,애완용 동물 및 관련용품 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103460021,1,대지,346,21.0,서울특별시 마포구 서교동 346-21,114404139616,서울특별시 마포구 홍익로2길,43.0,,1144012000103460021026920,,서울특별시 마포구 홍익로2길 43,121837,4055,,1,,126.924541351213,37.5554532932849
7502,MA010120220808545036,당구매니아,,R1,예술·스포츠,R103,스포츠 서비스,R10310,당구장,R91135,당구장 운영업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101640022,1,대지,164,22.0,서울특별시 마포구 동교동 164-22,114404139620,서울특별시 마포구 홍익로6길,48.0,,1144012100101640022011778,,서울특별시 마포구 홍익로6길 48,121817,4050,,,,126.924225188652,37.5561892649359
7777,MA010120220808606520,비바스페인어,,P1,교육,P106,기타 교육,P10615,외국어학원,P85631,외국어학원,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101560002,1,대지,156,2.0,서울특별시 마포구 동교동 156-2,114403113014,서울특별시 마포구 양화로,175.0,,1144012100101560002022656,마젤란21오피스텔,서울특별시 마포구 양화로 175,121816,3994,,,,126.924349898273,37.5577491983899
8027,MA010120220808672905,세이브텍시스템,,G2,소매,G208,가전·통신 소매,G20801,컴퓨터/소프트웨어 소매업,G47311,"컴퓨터 및 주변장치, 소프트웨어 소매업",11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101580006,1,대지,158,6.0,서울특별시 마포구 동교동 158-6,114404139529,서울특별시 마포구 월드컵북로2길,37.0,,1144012100101580006000001,,서울특별시 마포구 월드컵북로2길 37,121898,3995,,2,,126.922596684065,37.5568862358952
8330,MA010120220808703704,오로지뷰티,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101690017,1,대지,169,17.0,서울특별시 마포구 동교동 169-17,114404139424,서울특별시 마포구 양화로18안길,12.0,,1144012100101690017011821,,서울특별시 마포구 양화로18안길 12,121818,4051,,4,,126.925316159873,37.5566677407743
8685,MA010120220808830050,세븐일레븐연트럴파크점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101540018,1,대지,154,18.0,서울특별시 마포구 동교동 154-18,114404139425,서울특별시 마포구 양화로19길,14.0,,1144012100101540018011698,,서울특별시 마포구 양화로19길 14,121816,3994,,2,,126.924253276855,37.5581718062398
8702,MA010120220808814163,세온온라인평생교육원,,P1,교육,P106,기타 교육,P10613,기타 예술/스포츠 교육기관,P85629,기타 예술학원,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
9550,MA010120220809708248,레이지소사이어티,,G2,소매,G212,기타 생활용품 소매,G21202,주방/가정용품 소매업,G47599,그 외 기타 분류 안된 가정용품 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101590005,1,대지,159,5.0,서울특별시 마포구 동교동 159-5,114403113014,서울특별시 마포구 양화로,161.0,,1144012100101590005011731,케이스퀘어,서울특별시 마포구 양화로 161,121898,3995,,6,,126.923297793953,37.5569286733792
10180,MA010120220809827768,어바웃미,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,"화장품, 비누 및 방향제 소매업",11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101660013,1,대지,166,13.0,서울특별시 마포구 동교동 166-13,114404139423,서울특별시 마포구 양화로18길,3.0,,1144012100101660013011794,삼양세븐스프링스,서울특별시 마포구 양화로18길 3,121818,4051,,1,,126.924552770973,37.5570212051146
10572,MA010120220809977465,위고인지점,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101550035,1,대지,155,35.0,서울특별시 마포구 동교동 155-35,114404139529,서울특별시 마포구 월드컵북로2길,86.0,,1144012100101550035024883,,서울특별시 마포구 월드컵북로2길 86,121816,3994,,,,126.924727287244,37.5582662281621
11431,MA010120220809999467,펠리스아카테미,,P1,교육,P106,기타 교육,P10605,레크리에이션 교육기관,P85613,레크리에이션 교육기관,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101580001,1,대지,158,1.0,서울특별시 마포구 동교동 158-1,114404139529,서울특별시 마포구 월드컵북로2길,57.0,,1144012100101580001011719,,서울특별시 마포구 월드컵북로2길 57,121898,3995,,1,,126.923346339882,37.5574877601044
12955,MA010120220810593630,포토이즘박스홍대역점,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101690014,1,대지,169,14.0,서울특별시 마포구 동교동 169-14,114404139423,서울특별시 마포구 양화로18길,15.0,,1144012100101690014021952,,서울특별시 마포구 양화로18길 15,121818,4051,,1,,126.924909928603,37.5565829488526
13481,MA010120220811382620,스윗치랩,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
13696,MA010120220811669426,블랙라인,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,1,,126.923434201278,37.5561009615472
14296,MA010120220811686038,스튜디오가제,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101580011,1,대지,158,11.0,서울특별시 마포구 동교동 158-11,114403112014,서울특별시 마포구 동교로,188.0,1.0,1144012100101580011011721,,서울특별시 마포구 동교로 188-1,121898,3995,,지,,126.92238050124,37.5569653563927
15473,MA010120220812208307,감탄다이어트,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101590006,1,대지,159,6.0,서울특별시 마포구 동교동 159-6,114403113014,서울특별시 마포구 양화로,157.0,,1144012100101590006022657,파라다이스텔,서울특별시 마포구 양화로 157,121898,3995,,,,126.922927847689,37.556682018566
15561,MA010120220812184778,러블리1,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470020,1,대지,347,20.0,서울특별시 마포구 서교동 347-20,114404139464,서울특별시 마포구 와우산로27길,76.0,,1144012000103470020010151,,서울특별시 마포구 와우산로27길 76,121837,4053,,,,126.924650760481,37.5557155911702
15580,MA010120220812190456,카츠모토,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101540012,1,대지,154,12.0,서울특별시 마포구 동교동 154-12,114404139529,서울특별시 마포구 월드컵북로2길,85.0,,1144012100101540012011694,삼통빌딩,서울특별시 마포구 월드컵북로2길 85,121816,3994,,1,,126.924521901391,37.5583814924332
16190,MA010120220812302153,와이디인테리어,,M1,과학·기술,M112,전문 디자인,M11201,인테리어 디자인업,M73201,인테리어 디자인업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000008,1,대지,200,8.0,서울특별시 마포구 동교동 200-8,114403112014,서울특별시 마포구 동교로,205.0,,1144012100102000008022022,,서울특별시 마포구 동교로 205,121819,3993,,1,,126.923106780805,37.5584046346398
17209,MA010120220812553642,나인위드,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101590005,1,대지,159,5.0,서울특별시 마포구 동교동 159-5,114403113014,서울특별시 마포구 양화로,161.0,,1144012100101590005011731,케이스퀘어,서울특별시 마포구 양화로 161,121898,3995,,8,,126.923297793953,37.5569286733792
17400,MA010120220812476851,스웨이드,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102010004,1,대지,201,4.0,서울특별시 마포구 동교동 201-4,114403112014,서울특별시 마포구 동교로,185.0,6.0,1144012100102010004129317,,서울특별시 마포구 동교로 185-6,121819,3992,,2,,126.921774879836,37.5573652944749
17681,MA010120220812701373,사천리훠궈,,I2,음식,I202,중식,I20202,마라탕/훠궈,I56121,중식 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101530033,1,대지,153,33.0,서울특별시 마포구 동교동 153-33,114403112014,서울특별시 마포구 동교로,210.0,,1144012100101530033011689,태전빌딩,서울특별시 마포구 동교로 210,121816,3994,,,,126.923771363084,37.5586269439192
17899,MA010120220812606582,모습,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470019,1,대지,347,19.0,서울특별시 마포구 서교동 347-19,114404139464,서울특별시 마포구 와우산로27길,74.0,,1144012000103470019010149,,서울특별시 마포구 와우산로27길 74,121837,4053,,1,,126.924810484785,37.5556269419321
19173,MA010120220813072796,아이비왁싱,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101690021,1,대지,169,21.0,서울특별시 마포구 동교동 169-21,114404139424,서울특별시 마포구 양화로18안길,20.0,,1144012100101690021011822,,서울특별시 마포구 양화로18안길 20,121818,4051,,3,,126.925677255134,37.5567431102088
19294,MA010120220813077222,오늘와인한잔홍대,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101680004,1,대지,168,4.0,서울특별시 마포구 동교동 168-4,114404139424,서울특별시 마포구 양화로18안길,7.0,,1144012100101680004011810,,서울특별시 마포구 양화로18안길 7,121818,4051,,1,,126.925076311931,37.556818733935
20193,MA010120220813365337,마포곱창2,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56113,한식 육류 요리 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101690007,1,대지,169,7.0,서울특별시 마포구 동교동 169-7,114403113015,서울특별시 마포구 어울마당로,141.0,1.0,1144012100101690031021960,,서울특별시 마포구 어울마당로 141-1,121818,4051,,1,,126.92557876929,37.5565079438638
20394,MA010120220813300546,세야,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,"화장품, 비누 및 방향제 소매업",11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,7,,126.923434201278,37.5561009615472
20783,MA010120220813468954,마이머그,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101640033,1,대지,164,33.0,서울특별시 마포구 동교동 164-33,114403113015,서울특별시 마포구 어울마당로,133.0,,1144012100101640033027132,,서울특별시 마포구 어울마당로 133,121817,4050,,3,,126.924643121872,37.556247134616
21443,MA010120220813556772,플라워서화,,G2,소매,G219,식물 소매,G21901,꽃집,G47851,화초 및 식물 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101680007,1,대지,168,7.0,서울특별시 마포구 동교동 168-7,114404139424,서울특별시 마포구 양화로18안길,15.0,,1144012100101680007021949,빌딩Y15,서울특별시 마포구 양화로18안길 15,121818,4051,,4,,126.925380695288,37.5569025983176
21502,MA010120220813670811,에이치제이팔레트에이치제이,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101690009,1,대지,169,9.0,서울특별시 마포구 동교동 169-9,114403113015,서울특별시 마포구 어울마당로,139.0,,1144012100101690009011819,,서울특별시 마포구 어울마당로 139,121818,4051,,1,,126.925364531351,37.5564519317093
22052,MA010120220813891128,한국폰트협회,,N1,시설관리·임대,N108,기타 사업 서비스,N10802,전시/컨벤션/행사 대행 서비스업,N75992,"전시, 컨벤션 및 행사 대행업",11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
22084,MA010120220813901085,뮤비존노래뮤비방,,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101690011,1,대지,169,11.0,서울특별시 마포구 동교동 169-11,114403113015,서울특별시 마포구 어울마당로,137.0,,1144012100101690011011820,서강빌딩,서울특별시 마포구 어울마당로 137,121818,4051,,4,,126.925138200755,37.556449871416
22106,MA010120220813902792,우리,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101550035,1,대지,155,35.0,서울특별시 마포구 동교동 155-35,114404139529,서울특별시 마포구 월드컵북로2길,86.0,,1144012100101550035024883,,서울특별시 마포구 월드컵북로2길 86,121816,3994,,,,126.924727287244,37.5582662281621
22493,MA010120220813775830,아이덴티오,,M1,과학·기술,M112,전문 디자인,M11203,시각 디자인업,M73203,시각 디자인업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000029,1,대지,200,29.0,서울특별시 마포구 동교동 200-29,114403112014,서울특별시 마포구 동교로,193.0,,1144012100102000029022034,동진빌딩,서울특별시 마포구 동교로 193,121819,3993,,7,,126.922517238605,37.5576874352908
22831,MA010120220813997089,서교연세약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650001,1,대지,165,1.0,서울특별시 마포구 동교동 165-1,114403113014,서울특별시 마포구 양화로,166.0,,1144012100101650001011783,미래프라자,서울특별시 마포구 양화로 166,121753,4050,,1,,126.924149388428,37.5567382079753
23195,MA010120220814142608,럭키팩토리,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103450001,1,대지,345,1.0,서울특별시 마포구 서교동 345-1,114403113015,서울특별시 마포구 어울마당로,120.0,,1144012000103450001010099,,서울특별시 마포구 어울마당로 120,121837,4055,,1,,126.923526376779,37.555200763025
23836,MA010120220814222207,이너프,,M1,과학·기술,M112,전문 디자인,M11203,시각 디자인업,M73203,시각 디자인업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101590006,1,대지,159,6.0,서울특별시 마포구 동교동 159-6,114403113014,서울특별시 마포구 양화로,157.0,,1144012100101590006022657,파라다이스텔,서울특별시 마포구 양화로 157,121898,3995,,,,126.922927847689,37.556682018566
24547,MA010120220814299901,커리어엔진,,N1,시설관리·임대,N104,고용 알선,N10401,고용 알선업,N75110,고용 알선업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
24563,MA010120220814305208,포애드,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
25271,MA0101202211A0084591,에스에이와이디자인,,M1,과학·기술,M112,전문 디자인,M11201,인테리어 디자인업,M73201,인테리어 디자인업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
25346,MA0101202210A0009085,빛율바디케어힐링센타,,S2,수리·개인,S208,욕탕·신체관리,S20803,체형/비만 관리,S96129,체형 등 기타 신체 관리 서비스업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101540034,1,대지,154,34.0,서울특별시 마포구 동교동 154-34,114404139529,서울특별시 마포구 월드컵북로2길,87.0,,1144012100101540034011707,토우,서울특별시 마포구 월드컵북로2길 87,121816,3994,,1,,126.924554168472,37.5584989213852
25575,MA0101202210A0003632,홍대아이폰수리센터아이폰수리,,S2,수리·개인,S202,통신장비 수리,S20201,핸드폰/통신장비 수리업,S95120,통신장비 수리업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,13,,126.923434201278,37.5561009615472
26158,MA010120220800074099,프리엠씨,,N1,시설관리·임대,N104,고용 알선,N10403,상용 인력 공급 및 인사관리 서비스업,N75122,상용 인력 공급 및 인사관리 서비스업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101540023,1,대지,154,23.0,서울특별시 마포구 동교동 154-23,114404139425,서울특별시 마포구 양화로19길,22.0,8.0,1144012100101540023011703,,서울특별시 마포구 양화로19길 22-8,121816,3994,,2,,126.924146891921,37.5584862003723
27136,MA010120220800175439,문구/회화용품 소매업,,G2,소매,G213,오락용품 소매,G21302,문구/회화용품 소매업,G47612,문구용품 및 회화용품 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,2,,126.923434201278,37.5561009615472
27812,MA010120220800251608,에스에스엘코스메틱,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,"화장품, 비누 및 방향제 소매업",11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101660012,1,대지,166,12.0,서울특별시 마포구 동교동 166-12,114404139423,서울특별시 마포구 양화로18길,7.0,,1144012100101660012024888,,서울특별시 마포구 양화로18길 7,121818,4051,,1,,126.924589180925,37.5568503393818
27881,MA010120220800247474,티원여행,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101560002,1,대지,156,2.0,서울특별시 마포구 동교동 156-2,114403113014,서울특별시 마포구 양화로,175.0,,1144012100101560002022656,마젤란21오피스텔,서울특별시 마포구 양화로 175,121816,3994,,,,126.924349898273,37.5577491983899
27922,MA010120220800253464,우리건흥엘앤엘,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,"화장품, 비누 및 방향제 소매업",11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101620002,1,대지,162,2.0,서울특별시 마포구 동교동 162-2,114404139620,서울특별시 마포구 홍익로6길,23.0,,1144012100101620002029240,,서울특별시 마포구 홍익로6길 23,121817,4050,,1,,126.922955632735,37.5555379526775
27933,MA010120220800253909,윈투어인터내셔날,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
27939,MA010120220800248308,베스트하우즈,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101590006,1,대지,159,6.0,서울특별시 마포구 동교동 159-6,114403113014,서울특별시 마포구 양화로,157.0,,1144012100101590006022657,파라다이스텔,서울특별시 마포구 양화로 157,121898,3995,,,,126.922927847689,37.556682018566
28062,MA010120220800220327,연남1,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101530007,1,대지,153,7.0,서울특별시 마포구 동교동 153-7,114404139425,서울특별시 마포구 양화로19길,24.0,,1144012100101530007021896,,서울특별시 마포구 양화로19길 24,121816,3994,,1,,126.923728169122,37.558482383996
28077,MA010120220800215848,행복한식탁,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,1,,126.923434201278,37.5561009615472
28090,MA010120220800216139,스누스와전자담배홍대입구역점,,G2,소매,G207,담배 소매,G20701,담배/전자담배 소매업,G47222,담배 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
